tweet_id,content,datetime,likes,shares,views,source,followers,hashtags,username,user_mentions_names,media_urls,comments_count,total_engagement,sentiment,is_complaint,complaint_category
1860045970278613429,ola driver is rude and the way he was talking with customer is rubbish however he was telling me Ola Wale thodi naa itna paise dete hai ... Aap kaise payment kar rahe ho pehle batao tab jaounga your hiring process and people's grooming is bad,2024-11-22 19:41:31,0,0,4,TWITTER,15,,nishantranjan54,"Ola, Ola Support",https://pbs.twimg.com/media/GdA18i2agAILuYO.jpg,1,1,Negative,True,Driver Issues
1710370803500679466,"Ola is hiring goons as drivers! Booked a cab from The Lodhi to Faridabad &amp; the cab fare was 621 Rs. On reaching Faridabad, the driver, Rajeev threatened me to pay 778 rs. Where is the safety with Ola? Ola has given no way to report such crimes!",2023-10-06 19:05:51,6,2,194,TWITTER,5,,PancholiNi65782,"Ola, Ola Support, PMO India","https://pbs.twimg.com/media/F7x1LR0bUAAcCnI.jpg, https://pbs.twimg.com/media/F7x1JpGbAAAdrdq.jpg",0,8,Neutral,True,Driver Issues
1817485520416768180,What are your hiring standards? How is this driver even 4.6 rated? I was asked for the fare shown as soon as I get in the car and this is how the conversation went,2024-07-28 09:01:29,0,0,86,TWITTER,29,,MVNDRVX,"Ola, Ola Support","https://pbs.twimg.com/media/GTkBcrAXwAAj2iV.jpg, https://pbs.twimg.com/media/GTkBcrDWIAE62N-.jpg, https://pbs.twimg.com/media/GTkBcrHWkAATKjD.jpg",3,3,Neutral,True,Driver Issues
1731929842675773756,why why such kinds of auto drivers are ur hiring not well the driver old age not good auto also very poor asking how much money u have paid for this ride why this query are need for him again asking my network is not working please pay cash Wow,2023-12-05 06:53:46,0,0,12,TWITTER,37,,NaveenK51541172,"Ola Support, Ola, Ola",https://pbs.twimg.com/media/GAkNA3PaIAAsvtZ.jpg,0,0,Negative,True,Driver Issues
1837482429876969507,when will yall start hiring peeps after vetting them? Just had a cab booked for me a friend and the driver called and said he wont come over cuz distance is far. Upon asking him to cancel he used profanity and hung up on me after cancelling the ride.,2024-09-21 13:22:04,0,0,5,TWITTER,10,,Head21Metal,"Ola, Ola Support",https://pbs.twimg.com/media/GYAMhGZWkAASdww.jpg,0,0,Positive,True,Driver Issues
1794499534808367175,"Just now i booked a cab , it showing 873 and the guy is asking give me 1300 else cancel, what sort of behaviour is this when i asked him to cancel the ride from hi side since he is refusing , he s threatening me . Ola .. are you hiring driveror gunda",2024-05-25 22:43:23,0,1,8,TWITTER,1,,binz125,"Ola, Ola Support",https://pbs.twimg.com/media/GOdXzpkWUAAm0cZ.jpg,0,1,Neutral,True,Driver Issues
1846593775176421509,"hiring drivers or hooligans ? Your driver is demanding 4 times of what your app shows after the ride @ 1 Am . He is not ready to leave , kindly provide a solution #cab #hyd no option to call support on ola creating scene in building",2024-10-16 16:47:18,0,2,79,TWITTER,9,"cab, hyd",vishulaungani,"Ola, Uber India, Ola Support, Bhavish Aggarwal","https://pbs.twimg.com/ext_tw_video_thumb/1846593520053932033/pu/img/mP4v_oVfxL9SdhPY.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1846593520062328832/pu/img/FoE-oFOAtxPesZn4.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1846593520053952512/pu/img/rgJqj5AN3pEcRrCM.jpg",2,4,Positive,True,Driver Issues
1629865050105081856,"driver is abusing on calls and watching videos while driving for the past half an hour. Please keep people's safety in mind before hiring such folks. Listening to his conversations, I'm scared to ask him to stop or deboard the cab as I have a flight to catch.",2023-02-26 15:24:44,0,0,23,TWITTER,1,,Ayshnyk,"Ola, Olacabs Delhi",https://pbs.twimg.com/media/Fp5xnb5WwAMUnHv.jpg,0,0,Negative,True,Driver Issues
1654647619132456960,"today5am I had scheduled cab to Amritsar airport,the driver in the middle of trip cancelled,asked that he would take offline,in middle of trip i was forced to go by that.I request to do proper screening of the driver before hiring.he acted as Gunda.",2023-05-06 00:41:48,0,1,69,TWITTER,8,,ardent_nirbhay,"Bhavish Aggarwal, Ola, Ola Support",https://pbs.twimg.com/media/FvZ6esrX0AAxzw7.jpg,1,2,Negative,True,Driver Issues
1867407597995012282,Hey u have hired some idiots on your platform......the guy refused to take ONLINE PAYMENT.....now not even cancelling the ride.....I tried cancelling ride from app....it's not going through.....WHY DRE IS A ONLINE PAYMENT OPTION when your driver can't,2024-12-13 03:14:00,79,7,15566,TWITTER,9992,,imYadav31,"Ola, Ola Support",https://pbs.twimg.com/media/GepdTvRbIAAivoy.jpg,22,108,Negative,True,Driver Issues
1690373622941335553,Really shocked how pathetic hires their drivers. Today I am scammed by their driver which- they hire. We women think that we are safe in driving in their cab. My driver scammed whole ride and me paid the amount to him and then blocked me. So is,2023-08-12 14:44:11,0,1,158,TWITTER,0,,AkshitaChandra3,"Ola Support, Ola, Ola","https://pbs.twimg.com/media/F3Vp2GHWEAAAkLQ.jpg, https://pbs.twimg.com/media/F3Vp2GLWcAAmi6j.jpg, https://pbs.twimg.com/media/F3Vp2GxXsAEOrFB.jpg",0,1,Negative,True,Driver Issues
1779065877897347337,"Hired Taxi No. HR55AF7808, Driver Name Mr. Akash from ZIRAKPUR, Punjab to JNU New Delhi. The total fare in the Bill was Rs. 3793+00 he has charge in addition to this he has charge Rs. 590= for toll tax and Rs. 1255=00 State tax forcefully. Total RS 5693,.",2024-04-13 08:35:33,10,3,1011,TWITTER,364,,sanjeevenvgeo,"Ola Support, Ola","https://pbs.twimg.com/media/GLCCrZwXAAA8H0J.jpg, https://pbs.twimg.com/media/GLCCraFX0AA2YC7.jpg, https://pbs.twimg.com/media/GLCC6QaXsAADSGs.jpg",1,14,Positive,True,Driver Issues
1685602877774221312,is not worth hiring bcos 1)drivers wantonly cancel pre-bkd cabs and 2) customers are tricked into double payments thru postpaid olamoney by default even after not opting for it and cash taken by ola drivers. Support &amp; Grievance mechanism is farcical.,2023-07-30 10:46:57,0,0,30,TWITTER,24,,shetgeri,Ola,,0,0,Negative,True,Driver Issues
1773276304218993084,How dare you play with female customer safety with hiring criminal drivers who r threatening customers,2024-03-28 09:09:51,2,0,11,TWITTER,9,,Saffron74662186,"Ola, Ola Support",,0,2,Negative,True,Driver Issues
1662889547762630656,This is not the 1st time I'm facing this! Ur mannerless drivers making our valuable time wasted. I have booked ola bike at 11:37pm &amp; driver accepted the ride but didn't came to location till 11:58pm. If ur drivers doesn't have common sense y u hire them!,2023-05-28 18:32:17,0,0,104,TWITTER,1312,,Shashank_SSMB,"Ola Support, Ola","https://pbs.twimg.com/media/FxPFM_aaUAAng6j.jpg, https://pbs.twimg.com/media/FxPFNmtaIAAMmnk.jpg, https://pbs.twimg.com/media/FxPFODpaEAARTbK.jpg, https://pbs.twimg.com/media/FxPFOg_aUAED2Iw.jpg",1,1,Negative,True,Driver Issues
1809483160494961004,Hey such a failed organisation you are Hiring goons as drivers and they asing extra to drop of not dropping mid way Welldone you fsiled morons,2024-07-06 07:02:58,0,0,37,TWITTER,6,,imakhil09,"Ola, Ola Support",,1,1,Negative,True,Driver Issues
1783538224763400513,please do driver background check before hiring.. Ride was booked for ola postpaid payment but driver took cash as well from my wife and is not picking up call now,2024-04-25 16:47:03,0,0,4,TWITTER,1,,SaileshBhatia3,"Ola, Ola Support",,1,1,Neutral,True,Driver Issues
1659826453792575490,Ola has started hiring theives as their drivers. Well done This time you people actually did something out of the way. Giving jobs to thieves who run with our belongings and then block our Cell phones. Zero support from,2023-05-20 07:40:39,0,0,10,TWITTER,12,,abhijain4840,"Ola, Ola, Ola Support, Ola, Ola Support",,0,0,Neutral,True,Driver Issues
1655617558098378752,1. Driver's/rider's training upon hiring. 2. Routine auditing of cabs/bikes. 3. Police verification of every driver/rider before hiring. 4. Customer friendly interface. 5. Incentives for better behaviour of drivers/riders towards passengers.,2023-05-08 16:56:00,3,0,52,TWITTER,89,,i_anchalk,"Shivani Khare, Ola, Bhavish Aggarwal",,0,3,Positive,True,Driver Issues
1831492605152260124,Share auto details public avoid this auto hiring rowdy auto driver's,2024-09-05 00:40:39,52,3,11594,TWITTER,3861,,anyayadavirudha,"Niti, Ola, Ola Support, ಬೆಂಗಳೂರು ನಗರ ಪೊಲೀಸ್‌ BengaluruCityPolice, Ola",,0,55,Neutral,True,Driver Issues
1824503632353497581,You should cross check ur driver background before hiring them. Took cab for ladies and the driver's behaviour was horrible and top of that took extra money. Horrible service.,2024-08-16 17:48:58,0,0,16,TWITTER,22,,GyanendraDash2,"Ola Support, Ola",,1,1,Negative,True,Driver Issues
1741459848393609316,Kindly solve customers issues on time and stop hiring fraudsters drivers.,2023-12-31 14:02:37,0,0,7,TWITTER,5,,drSuyogS,"Ola Support, Ola",,1,1,Positive,True,Driver Issues
1816860888067940518,"Hi Ola Team, Are you hiring goons or cab drivers at Ola? This driver of yours demanded extra cash from my parents, citing traffic as the reason. He forced my parents to pay extra for that. Please take action against such drivers. CRN: 8538393332",2024-07-26 15:39:26,1,0,31,TWITTER,1,,Nitinranawat05,"Ola, Ola Support",,0,1,Negative,True,Driver Issues
1626490394442878977,Sir the airomall constructed in Pune airport is pathetic for people hiring cabs..it took 30 mins to come out of Airomall..lot of honking by drivers is additional fun...we need to fix it before we start charging for the pickup..Bad expn,2023-02-17 07:55:03,0,0,58,TWITTER,66,,makulkari30,"Jyotiraditya M. Scindia, Dr. Sudhir Mehta, Ola, Uber",,0,0,Negative,True,Driver Issues
1710542471086907413,"Is this the kind of organisation running, what if he had actually dropped us in the middle of nowhere Really disappointed in Ola, keeps hiring drivers that would lead to something unfortunate.",2023-10-07 06:28:00,0,0,16,TWITTER,16,,HealerShantanu,"Bhavish Aggarwal, Bhavish Aggarwal, Ola, Ola Support",,0,0,Negative,True,Driver Issues
1712364657196020154,ended trip and 707 rupees debited for my wallet.. Then he took my phone and took photo and went silently.. What kind of fraudulent drivers you are hiring.. Very scary to take ola services. Even no option there in app to contact support team.. Hellish,2023-10-12 07:08:43,0,0,21,TWITTER,14,,sriviswadha,"Ola, Ola Support",,0,0,Negative,True,Driver Issues
1673686337289895936,"We stopped hiring now days because of issues of driver and never be on time, instead we go with Kali peeli taxi or Auto.",2023-06-27 13:34:53,1,0,956,TWITTER,470,,Shanbhaggs,"MUMBAI NEWS, Ola Support, Ola",,0,1,Neutral,True,Driver Issues
1805602034990592340,The issue is you are hiring unloyal drivers who is sitting their to take extra money And customer care is unreachable,2024-06-25 14:00:46,0,0,12,TWITTER,88,,Chinmayb44,"Ola Support, Ola",,0,0,Neutral,True,Driver Issues
1718487359254376574,last evening booked ola cab at LTT Kurla .driver refused to come inside at pickup point saying cop's don't allow. we were asked to come outside near bridge with bag and baggage. who to blaim? or .do such problems not defeat the very purpose of hiring cabs?,2023-10-29 04:38:09,0,0,23,TWITTER,924,,ajay_mahindraka,"Ola, मुंबई पोलीस - Mumbai Police",,0,0,Positive,True,Driver Issues
1861116053100646746,do you started hiring auto drivers in Bangalore who are literally gundas and ends the trip without informing the customer in the middle of the nowhere of busy road and ask to pay full money without reaching the destination,2024-11-25 18:33:39,0,0,25,TWITTER,16,,chanchal36,"Ola Support, Ola",,1,1,Positive,True,Driver Issues
1743129575582994794,There was a time a non-Ola company drivers were reported for loot/rape on daily basis. Then for reasons best known to them Ola started hiring cabs/drivers associated with that company. stop hiring drivers/cabs who have tied up with others if doesn't want to wind up.,2024-01-05 04:37:31,1,0,110,TWITTER,473,,theDevSh,"Meera Chopra kejriwal, Ola, Ola Support, Bhavish Aggarwal, Ola",,0,1,Positive,True,Driver Issues
1710374308252614991,What kind of criteria is Ola really looking at while hiring such drivers! Is this why we are choosing Ola as our safety brand??? How do I reach out to Ola?,2023-10-06 19:19:46,2,1,120,TWITTER,5,,PancholiNi65782,"Ola Support, Bhavish Aggarwal, Ola",,0,3,Positive,True,Driver Issues
1695148701218402511,Hiring a cab to home from any Airport in India has become a nightmare. fleece commuters n still we are at the mercy of their drivers if they'll accept the trip n insist on paying 'Cash'. HELP!,2023-08-25 18:58:39,0,0,25,TWITTER,407,,rohitsahai_,"DGCA, Ministry of Civil Aviation, Jyotiraditya M. Scindia, Ola Support, Uber Support, Ola, Uber India",,0,0,Neutral,True,Driver Issues
1823571523363291295,"I often wonder whether owners like ever travel in Forget about the fare and driver issues, the cabs are so dirty. Basic cleanliness is ZERO. And they impose a surge on passengers. Terrible business model.",2024-08-14 04:05:06,220,55,5326,TWITTER,43698,,smitadeshmukh,"Bhavish Aggarwal, Ola",,32,307,Negative,True,Driver Issues
1263114809396146176,1400 | Penbugs #olacabs #employeelayoff #layoff #indiaolacabs #olacabsemployees #cars #cardrivers #oladrivers #bhavishaggarwal,2020-05-20 14:30:12,0,0,0,TWITTER,217,"olacabs, employeelayoff, layoff, indiaolacabs, olacabsemployees, cars, cardrivers, oladrivers, bhavishaggarwal",ThePenBugs,,,0,0,Neutral,True,Driver Issues
1806315615403307186,Fraud Alert : Ola #ScamAlert Guys wanna share another Scam of Ola Drivers which I faced today in Indore MP when I booked a Cab using Ola Rental. I opted for 6 Hrs and 60Kms. I used it for Indore City Only and total Kms was not more than 30kms.,2024-06-27 13:16:17,0,0,129,TWITTER,13,ScamAlert,MaroofBhati,"Ola, Ola Support",https://pbs.twimg.com/media/GRFSeWnWsAADGbR.jpg,0,0,Negative,True,Driver Issues
1846195436190945499,"Hi Team can you please share the contact details of this driver, it's an urgent,pls let me know on priority basis.",2024-10-15 14:24:27,0,0,45,TWITTER,63,,aadmi_bhola,"Ola Support, Ola",https://pbs.twimg.com/media/GZ8A9s0XQAAOwjz.jpg,0,0,Neutral,True,Driver Issues
1869597807105233293,The behavior of your drivers in New Delhi is getting worse. Its as if they want to make customers feel helpless instead of offering a service. Miserable experience! Will share details soon. Please address this urgently. #CustomerExperience #OlaCabs,2024-12-19 04:17:07,1,0,8,TWITTER,250,"CustomerExperience, OlaCabs",Vaib_Sriv27,Ola,,1,2,Negative,True,Driver Issues
1866721133317460461,Dear I want to share the pathetic experience that I had today with an Ola bike ride. Driver first called me from the wrong location and wasted my precious 10 mins. There after he started arguing for incorrect location and then said he has to deliver,2024-12-11 05:46:14,0,0,7,TWITTER,98,,aishwarya_1990,"Ola, Ola Support",,2,2,Negative,True,Driver Issues
1871431259165184419,"CRN - 9015154907 - Again for this CRN, Voucher was issued but its not reflecting in apply voucher section. Please share it asap.",2024-12-24 05:42:36,0,0,6,TWITTER,7,,avinash1605,"Ola, Ola Support",,1,1,Neutral,True,Customer Service
1795195313847726088,", my ride is well underway. The driver's app is updated, but my app isn't updating. It is still prompting me to share the OTP to start the ride.",2024-05-27 20:48:10,0,0,34,TWITTER,85,,avronferns,"Ola Support, Ola",https://pbs.twimg.com/media/GOnQn9jWYAAV6CK.jpg,1,1,Neutral,True,Driver Issues
1837681270685303246,"Dear I have paid full amount to driver on his personal upi and I can share screen shot also but still on my app it's showing not paid and adding to my next ride , it's very much unprofessional whether from your side or driver side",2024-09-22 02:32:12,0,0,21,TWITTER,123,,Vengeance_kk,"Ola, Ola Support",,0,0,Positive,True,Driver Issues
1831319039903461450,"Pathetic customer service, not even a dedicated customer care number for Ola cabs in chat also having pre defined options. How best can share our problems",2024-09-04 13:10:58,0,0,19,TWITTER,17,,kuldeepsbs,"Ola, Ola Support",,0,0,Neutral,True,Customer Service
1831492605152260124,Share auto details public avoid this auto hiring rowdy auto driver's,2024-09-05 00:40:39,52,3,11594,TWITTER,3862,,anyayadavirudha,"Niti, Ola, Ola Support, ಬೆಂಗಳೂರು ನಗರ ಪೊಲೀಸ್‌ BengaluruCityPolice, Ola",,0,55,Neutral,True,Driver Issues
1808499322930995372,"definitely provides the worst services. The autos are torn, driver goes on personal errand after booking the ride, can't share auto details with friend or family. Even after repeated complaints I never recieved a refund or solution.",2024-07-03 13:53:33,1,0,36,TWITTER,3405,,kaju_katli15,"Ola Support, Ola",,1,2,Negative,True,Driver Issues
1858916578126885273,"' ' brilliant Imran was kind nuf to share the ditto honest Ola Driver, Gaurav NA'sNo, &amp; contrary to ur 1st response, he admitted 1was indeed left in boot, Let's hope it's reunited with our Cook n Family at the soonest (whose onward trip to wedding delayed",2024-11-19 16:53:43,0,0,32,TWITTER,6577,,SunjayJK,"Ola Support, Ola, Bhavish Aggarwal, Ola, Ola Support",,0,0,Positive,True,Driver Issues
1840193819263771099,"If you can't share a customer service number within 24 hours, how can some expect a response from your side?",2024-09-29 00:56:10,0,1,14,TWITTER,0,,JaySharma197005,"Ola Support, Ola, Bhavish Aggarwal",,0,1,Neutral,True,Customer Service
1674430743098036227,Hey congratulations on prime+ launch! Does this mean we should expect opposite of all these features on mini and prime sedan? Are you saying it is not safe to ride in a mini? Will drivers be on random calls?,2023-06-29 14:52:53,2,0,59,TWITTER,168,,sourabh_86,"Ola Support, Ola",https://pbs.twimg.com/media/FzzF4v7acAQgPNw.jpg,0,2,Negative,True,Driver Issues
1758400435894038770,Why did you launch Prime Plus? The driver calls and cancels anyway. Your fares are high. Your service is poor and is getting worse day by day. How exactly are you taking care of your customers?,2024-02-16 07:58:28,0,0,37,TWITTER,30,,IndrasisB,"Ola, Ola Support",,1,1,Negative,True,Driver Issues
1359433631509270533,My friend is a driver partner he is having trouble receiving money from ola to his bank account after bank merger I've DM his vehicle n contact details,2021-02-10 09:26:49,0,0,0,TWITTER,36,,imtimothyr,"Ola Support, Ola",,0,0,Negative,True,Driver Issues
1064066318079545345,"WORST MERGER OF THE CENTURY!!! and - Previously Foodpanda only used to deliver late and now that the two bussiness got merged, they started cancelling the orders without notification and forget to refund the amount to customers. #foodpanda #olacabs",2018-11-18 08:02:34,0,0,0,TWITTER,66,"foodpanda, olacabs",Supr1yo,Ola,,0,0,Negative,True,Booking Cancellations
1857674399404511567,I join my hands I want to ask him why did this happen to me Ola Why is the company doing this? I can also talk to the customer. You tell me which food has been cancelled on my behalf. If you tell me then I can take money by making false allegations.,2024-11-16 06:37:45,0,0,6,TWITTER,140,,FarmanM92762622,"Ola, Ola Support",https://pbs.twimg.com/media/GcfJBRqaMAAEfzK.jpg,0,0,Negative,True,Booking Cancellations
1800803612412813416,I've reffered my freind to join in ola He completed 10 rides in 5 days. But I did not received my REFFERAL amount. That is 250rs Please pay my referral money and don't fool your drivers,2024-06-12 08:13:33,0,0,13,TWITTER,19,,ProPintuRV,"Ola Support, Ola","https://pbs.twimg.com/media/GP29VX_bAAAtHVD.jpg, https://pbs.twimg.com/media/GP29VaMaoAATDjz.jpg",0,0,Neutral,True,Driver Issues
1695085652394877321,Good Opportunity for Bike Taxi n Auto Drivers. Join delivery job pp kick this company's job start ur new life.,2023-08-25 14:48:07,1,0,78,TWITTER,550,,drivers_welfare,"Ola Support, Uber India, Rapido Cares, Rapido, AIGWU - All India Gig Workers Union, PASCHIMBANGA GIG & PLATFORM WORKERS UNION, Telangana Gig and Platform Workers Union, Unity of Cab Driver's, AutoRickshaw Drivers Union, Rideshare Drivers United",https://pbs.twimg.com/media/F4YnaeGaYAAjbFG.jpg,0,1,Positive,True,Driver Issues
1861116053100646746,do you started hiring auto drivers in Bangalore who are literally gundas and ends the trip without informing the customer in the middle of the nowhere of busy road and ask to pay full money without reaching the destination,2024-11-25 18:33:39,0,0,25,TWITTER,16,,chanchal36,"Ola Support, Ola",,1,1,Positive,True,Driver Issues
1860045970278613429,ola driver is rude and the way he was talking with customer is rubbish however he was telling me Ola Wale thodi naa itna paise dete hai ... Aap kaise payment kar rahe ho pehle batao tab jaounga your hiring process and people's grooming is bad,2024-11-22 19:41:31,0,0,4,TWITTER,15,,nishantranjan54,"Ola, Ola Support",https://pbs.twimg.com/media/GdA18i2agAILuYO.jpg,1,1,Negative,True,Driver Issues
1846593775176421509,"hiring drivers or hooligans ? Your driver is demanding 4 times of what your app shows after the ride @ 1 Am . He is not ready to leave , kindly provide a solution #cab #hyd no option to call support on ola creating scene in building",2024-10-16 16:47:18,0,2,79,TWITTER,9,"cab, hyd",vishulaungani,"Ola, Uber India, Ola Support, Bhavish Aggarwal","https://pbs.twimg.com/ext_tw_video_thumb/1846593520053932033/pu/img/mP4v_oVfxL9SdhPY.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1846593520062328832/pu/img/FoE-oFOAtxPesZn4.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1846593520053952512/pu/img/rgJqj5AN3pEcRrCM.jpg",2,4,Positive,True,Driver Issues
1837482429876969507,when will yall start hiring peeps after vetting them? Just had a cab booked for me a friend and the driver called and said he wont come over cuz distance is far. Upon asking him to cancel he used profanity and hung up on me after cancelling the ride.,2024-09-21 13:22:04,0,0,6,TWITTER,10,,Head21Metal,"Ola, Ola Support",https://pbs.twimg.com/media/GYAMhGZWkAASdww.jpg,0,0,Positive,True,Driver Issues
1831987372239601930,"ola kindly educate ola drivers about moral science ethics before hiring . i have seen in bangalore they are like ""local gundas"" . This muthuraj is already crossed fathers age . .it was even girls mistake as well why did you book two times ola on different phone",2024-09-06 09:26:40,0,0,15,TWITTER,10,,paragrajbehura,"Smriti Sharma, Ola, Olacabs Bangalore",,0,0,Positive,True,Driver Issues
1831492605152260124,Share auto details public avoid this auto hiring rowdy auto driver's,2024-09-05 00:40:39,52,3,11595,TWITTER,3863,,anyayadavirudha,"Niti, Ola, Ola Support, ಬೆಂಗಳೂರು ನಗರ ಪೊಲೀಸ್‌ BengaluruCityPolice, Ola",,0,55,Neutral,True,Driver Issues
1824503632353497581,You should cross check ur driver background before hiring them. Took cab for ladies and the driver's behaviour was horrible and top of that took extra money. Horrible service.,2024-08-16 17:48:58,0,0,16,TWITTER,22,,GyanendraDash2,"Ola Support, Ola",,1,1,Negative,True,Driver Issues
1817485520416768180,What are your hiring standards? How is this driver even 4.6 rated? I was asked for the fare shown as soon as I get in the car and this is how the conversation went,2024-07-28 09:01:29,0,0,86,TWITTER,29,,MVNDRVX,"Ola, Ola Support","https://pbs.twimg.com/media/GTkBcrAXwAAj2iV.jpg, https://pbs.twimg.com/media/GTkBcrDWIAE62N-.jpg, https://pbs.twimg.com/media/GTkBcrHWkAATKjD.jpg",3,3,Neutral,True,Driver Issues
